ML_USE,GCS_FILE_PATH,LABEL,X_MIN,Y_MIN,X_MAX,Y_MIN,X_MAX,Y_MAX,X_MIN,Y_MAX
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041053447_jpg.rf.dd7a1ac81328d43a0c3932832fd1837b.jpg,DN_wash,0.615625,0.5296875,,,0.637403125,0.5654296875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041053447_jpg.rf.dd7a1ac81328d43a0c3932832fd1837b.jpg,DN_wash,0.66875,0.575,,,0.70341875,0.63154375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/img54_jpg.rf.db5c2632fd98c9a8d18334b1f1aac3af.jpg,DN_tumble_dry,0.5015625,0.3078125,,,0.5562984375,0.3640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/img54_jpg.rf.db5c2632fd98c9a8d18334b1f1aac3af.jpg,40C,0.378125,0.309375,,,0.4314453125,0.3580078125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/img54_jpg.rf.db5c2632fd98c9a8d18334b1f1aac3af.jpg,DN_bleach,0.434375,0.3078125,,,0.49663124999999997,0.3638671875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/img54_jpg.rf.db5c2632fd98c9a8d18334b1f1aac3af.jpg,iron_medium,0.5625,0.3109375,,,0.61748125,0.36377031249999997,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/img54_jpg.rf.db5c2632fd98c9a8d18334b1f1aac3af.jpg,DN_dry_clean,0.6203125,0.30625,,,0.685840625,0.3611328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/imadasfwqeges_jpg.rf.dfb78ce53fb1bd4bf1b001358942de7f.jpg,hand_wash,0.23125,0.11875,,,0.401415625,0.3343265625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/imadasfwqeges_jpg.rf.dfb78ce53fb1bd4bf1b001358942de7f.jpg,DN_wash,0.4203125,0.13125,,,0.5906734375,0.3611328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/imadasfwqeges_jpg.rf.dfb78ce53fb1bd4bf1b001358942de7f.jpg,wring,0.6125,0.1421875,,,0.7798828125,0.3543953125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/imadasfwqeges_jpg.rf.dfb78ce53fb1bd4bf1b001358942de7f.jpg,DN_wring,0.80625,0.134375,,,0.9825203124999999,0.362403125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/imadasfwqeges_jpg.rf.dfb78ce53fb1bd4bf1b001358942de7f.jpg,machine_wash_normal,0.04375,0.6,,,0.171875,0.74975625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/imadasfwqeges_jpg.rf.dfb78ce53fb1bd4bf1b001358942de7f.jpg,40C,0.2171875,0.6015625,,,0.35,0.7481453124999999,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/imadasfwqeges_jpg.rf.dfb78ce53fb1bd4bf1b001358942de7f.jpg,50C,0.4234375,0.6015625,,,0.5654296875,0.753125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/imadasfwqeges_jpg.rf.dfb78ce53fb1bd4bf1b001358942de7f.jpg,machine_wash_permanent_press,0.6453125,0.6125,,,0.773340625,0.7700203125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/imadasfwqeges_jpg.rf.dfb78ce53fb1bd4bf1b001358942de7f.jpg,machine_wash_delicate,0.840625,0.60625,,,0.96279375,0.7814453125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/qwefdsaf_png.rf.e2fc83e19c3a551a17fc96b37e6afeac.jpg,30C,0.0171875,0.425,,,0.1658203125,0.5748046875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/qwefdsaf_png.rf.e2fc83e19c3a551a17fc96b37e6afeac.jpg,DN_bleach,0.203125,0.4328125,,,0.3828125,0.5766609375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/qwefdsaf_png.rf.e2fc83e19c3a551a17fc96b37e6afeac.jpg,tumble_dry_no_heat,0.390625,0.43125,,,0.5376953125,0.5783203125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/qwefdsaf_png.rf.e2fc83e19c3a551a17fc96b37e6afeac.jpg,DN_iron,0.584375,0.428125,,,0.7748046875,0.5814453125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/qwefdsaf_png.rf.e2fc83e19c3a551a17fc96b37e6afeac.jpg,DN_dry_clean,0.7953125,0.425,,,0.9826171875,0.5703609375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/dqwrecsda_jpg.rf.dff1331f3fc0ea0557dcbc060a24a29b.jpg,ER_24,0.071875,0.240625,,,0.2062015625,0.36899375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/dqwrecsda_jpg.rf.dff1331f3fc0ea0557dcbc060a24a29b.jpg,ER_27,0.284375,0.234375,,,0.4498046875,0.3716796875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/dqwrecsda_jpg.rf.dff1331f3fc0ea0557dcbc060a24a29b.jpg,ER_23,0.084375,0.4921875,,,0.21220781249999998,0.617090625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/dqwrecsda_jpg.rf.dff1331f3fc0ea0557dcbc060a24a29b.jpg,ER_29,0.321875,0.4875,,,0.4559578125,0.6185546875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1430946253-612x612_jpeg.rf.e15501eb474a2654deec913738d65763.jpg,30C,0.2109375,0.5625,,,0.26796875,0.6015625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1430946253-612x612_jpeg.rf.e15501eb474a2654deec913738d65763.jpg,DN_bleach,0.296875,0.58125,,,0.37265625,0.63515625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1430946253-612x612_jpeg.rf.e15501eb474a2654deec913738d65763.jpg,DN_tumble_dry,0.409375,0.6046875,,,0.48828125,0.66328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1430946253-612x612_jpeg.rf.e15501eb474a2654deec913738d65763.jpg,DN_iron,0.525,0.634375,,,0.6078125,0.690625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1430946253-612x612_jpeg.rf.e15501eb474a2654deec913738d65763.jpg,DN_dry_clean,0.640625,0.665625,,,0.72265625,0.71640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,machine_wash_normal,0.0359375,0.0328125,,,0.1203125,0.10390625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,machine_wash_permanent_press,0.140625,0.0328125,,,0.2265625,0.11328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,machine_wash_delicate,0.2453125,0.0328125,,,0.33125,0.121875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,hand_wash,0.353125,0.01875,,,0.43515625,0.10390625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,DN_wash,0.4578125,0.03125,,,0.54296875,0.11484375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,30C,0.5640625,0.0296875,,,0.64921875,0.10390625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,40C,0.6703125,0.0328125,,,0.7546875,0.1046875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,50C,0.7765625,0.03125,,,0.85859375,0.10234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,60C,0.8828125,0.0328125,,,0.965625,0.10390625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,70C,0.034375,0.19375,,,0.11875,0.265625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,95C,0.1421875,0.1953125,,,0.2265625,0.26640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,30C,0.246875,0.1953125,,,0.32890625,0.26640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,40C,0.353125,0.1953125,,,0.4375,0.26640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,50C,0.45625,0.1921875,,,0.54140625,0.26640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,60C,0.5640625,0.19375,,,0.65,0.26640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,70C,0.66875,0.1953125,,,0.7546875,0.26640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,95C,0.775,0.1953125,,,0.859375,0.2640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,DN_wring,0.871875,0.196875,,,0.9765625,0.2640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,tumble_dry_no_heat,0.8890625,0.35,,,0.95859375,0.428125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,tumble_dry_high,0.784375,0.35,,,0.8546875,0.42734375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,tumble_dry_medium,0.6765625,0.3515625,,,0.74609375,0.4296875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,tumble_dry_low,0.571875,0.3515625,,,0.6421875,0.42734375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,tumble_dry_normal,0.465625,0.3515625,,,0.5359375,0.4296875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,non_chlorine_bleach,0.35625,0.3546875,,,0.4328125,0.43203125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,non_chlorine_bleach,0.253125,0.353125,,,0.3265625,0.42734375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,DN_bleach,0.14375,0.353125,,,0.2203125,0.43671875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,bleach,0.0390625,0.3546875,,,0.115625,0.4265625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,line_dry,0.04375,0.5125,,,0.11484375,0.590625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,drip_dry,0.15,0.5109375,,,0.21953125,0.58828125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,dry_flat,0.25625,0.5125,,,0.3265625,0.590625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,shade_dry,0.359375,0.5109375,,,0.43125,0.59140625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,DN_dry,0.4578125,0.5125,,,0.55,0.590625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,DN_tumble_dry,0.5609375,0.5109375,,,0.65390625,0.5921875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,natural_dry,0.6765625,0.5109375,,,0.746875,0.59140625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,iron,0.778125,0.5171875,,,0.85703125,0.58671875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,DN_iron,0.878125,0.5125,,,0.97265625,0.58984375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,iron_low,0.0375,0.6765625,,,0.11875,0.7484375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,iron_medium,0.1421875,0.678125,,,0.22734375,0.7453125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,iron_high,0.25,0.6765625,,,0.33203125,0.74609375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,DN_steam,0.353125,0.66875,,,0.4390625,0.76796875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,dry_clean,0.4703125,0.684375,,,0.53359375,0.7515625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,dry_clean_any_solvent,0.575,0.68125,,,0.6390625,0.75234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,dry_clean_any_solvent_except_trichloroethylene,0.6796875,0.6828125,,,0.74375,0.75234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,dry_clean_petrol_only,0.7859375,0.6828125,,,0.85,0.75234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,wet_clean,0.890625,0.6828125,,,0.9546875,0.75234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,DN_dry_clean,0.0359375,0.8390625,,,0.1203125,0.91875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,dry_clean_short_cycle,0.1421875,0.84375,,,0.2171875,0.925,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,dry_clean_reduced_moisture,0.2484375,0.8328125,,,0.3234375,0.91640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,dry_clean_low_heat,0.3640625,0.840625,,,0.440625,0.9265625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/washing-instructions-1024x919_jpg.rf.e1f05165bf13151e0998d3044f92a772.jpg,dry_clean_no_steam,0.46875,0.8296875,,,0.54765625,0.91328125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/117_jpg.rf.e20505e47ac7d66d7b3f25ee335d3af3.jpg,ER_16,0.296875,0.3578125,,,0.415771875,0.4640625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/117_jpg.rf.e20505e47ac7d66d7b3f25ee335d3af3.jpg,ER_18,0.4125,0.3671875,,,0.5090828125,0.45,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/117_jpg.rf.e20505e47ac7d66d7b3f25ee335d3af3.jpg,ER_38,0.4984375,0.35625,,,0.5918953124999999,0.44970781249999997,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/117_jpg.rf.e20505e47ac7d66d7b3f25ee335d3af3.jpg,ER_42,0.578125,0.359375,,,0.6673828125,0.4501953125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.eaad7ecc1f4aaee7f20b75ec2e602480.jpg,DN_wash,0.43125,0.5171875,,,0.48779374999999997,0.5533203125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.eaad7ecc1f4aaee7f20b75ec2e602480.jpg,DN_bleach,0.4953125,0.521875,,,0.5438484375,0.5577156249999999,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.eaad7ecc1f4aaee7f20b75ec2e602480.jpg,DN_bleach,0.49375,0.60625,,,0.5543953125,0.65185625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.eaad7ecc1f4aaee7f20b75ec2e602480.jpg,DN_bleach,0.5109375,0.2921875,,,0.5593265625,0.3265625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.eaad7ecc1f4aaee7f20b75ec2e602480.jpg,DN_wash,0.425,0.60625,,,0.4894046875,0.6517578125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.eaad7ecc1f4aaee7f20b75ec2e602480.jpg,DN_tumble_dry,0.5671875,0.2875,,,0.6262703125,0.3282234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.eaad7ecc1f4aaee7f20b75ec2e602480.jpg,DN_tumble_dry,0.55,0.5203125,,,0.60288125,0.559521875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.eaad7ecc1f4aaee7f20b75ec2e602480.jpg,DN_tumble_dry,0.559375,0.6078125,,,0.6141609375,0.6512703125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.eaad7ecc1f4aaee7f20b75ec2e602480.jpg,DN_iron,0.625,0.284375,,,0.681396875,0.323290625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.eaad7ecc1f4aaee7f20b75ec2e602480.jpg,DN_iron,0.6171875,0.5171875,,,0.67163125,0.5546875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.eaad7ecc1f4aaee7f20b75ec2e602480.jpg,DN_iron,0.61875,0.603125,,,0.685840625,0.646778125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.eaad7ecc1f4aaee7f20b75ec2e602480.jpg,DN_dry_clean,0.6921875,0.275,,,0.7546390625,0.319140625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.eaad7ecc1f4aaee7f20b75ec2e602480.jpg,DN_dry_clean,0.68125,0.5125,,,0.737353125,0.5499031249999999,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.eaad7ecc1f4aaee7f20b75ec2e602480.jpg,DN_dry_clean,0.6828125,0.6,,,0.7422859374999999,0.6376953125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/128_jpg.rf.e32003783beda8d9555f8d70394c34b5.jpg,ER_7,0.2890625,0.5484375,,,0.390478125,0.6234375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/128_jpg.rf.e32003783beda8d9555f8d70394c34b5.jpg,ER_18,0.396875,0.546875,,,0.4689453125,0.606153125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/128_jpg.rf.e32003783beda8d9555f8d70394c34b5.jpg,ER_25,0.4703125,0.5390625,,,0.5512203125,0.60336875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/128_jpg.rf.e32003783beda8d9555f8d70394c34b5.jpg,ER_38,0.5609375,0.5453125,,,0.6439453125,0.603125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/128_jpg.rf.e32003783beda8d9555f8d70394c34b5.jpg,ER_43,0.64375,0.5390625,,,0.7154296875,0.6060546875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1332373904-612x612_jpeg.rf.e87e4623fca02646f6947dea42699896.jpg,30C,0.396875,0.3390625,,,0.44384843749999997,0.39990312499999997,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1332373904-612x612_jpeg.rf.e87e4623fca02646f6947dea42699896.jpg,DN_bleach,0.440625,0.340625,,,0.49506875,0.396728125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1332373904-612x612_jpeg.rf.e87e4623fca02646f6947dea42699896.jpg,iron_low,0.49375,0.3375,,,0.5497078125,0.40029375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1332373904-612x612_jpeg.rf.e87e4623fca02646f6947dea42699896.jpg,DN_dry_clean,0.5515625,0.3390625,,,0.597021875,0.39692343750000003,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/istockphoto-1332373904-612x612_jpeg.rf.e87e4623fca02646f6947dea42699896.jpg,DN_tumble_dry,0.6015625,0.340625,,,0.6453125,0.396778125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.e5397d6aa5c9a320ee95829f54a78936.jpg,DN_wash,0.4296875,0.515625,,,0.4890140625,0.5546875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.e5397d6aa5c9a320ee95829f54a78936.jpg,DN_bleach,0.49375,0.5203125,,,0.545165625,0.559521875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.e5397d6aa5c9a320ee95829f54a78936.jpg,DN_bleach,0.49375,0.60625,,,0.55444375,0.6516109375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.e5397d6aa5c9a320ee95829f54a78936.jpg,DN_bleach,0.509375,0.2890625,,,0.5606453124999999,0.3279296875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.e5397d6aa5c9a320ee95829f54a78936.jpg,DN_wash,0.425,0.6078125,,,0.4890140625,0.6515625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.e5397d6aa5c9a320ee95829f54a78936.jpg,DN_tumble_dry,0.56875,0.2890625,,,0.6250484375,0.32661093750000003,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.e5397d6aa5c9a320ee95829f54a78936.jpg,DN_tumble_dry,0.5515625,0.521875,,,0.601465625,0.5579109375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.e5397d6aa5c9a320ee95829f54a78936.jpg,DN_tumble_dry,0.5609375,0.6109375,,,0.6125984375,0.648340625,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.e5397d6aa5c9a320ee95829f54a78936.jpg,DN_iron,0.625,0.284375,,,0.6815921875,0.3234859375,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.e5397d6aa5c9a320ee95829f54a78936.jpg,DN_iron,0.61875,0.5171875,,,0.670459375,0.5529296875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.e5397d6aa5c9a320ee95829f54a78936.jpg,DN_iron,0.61875,0.603125,,,0.68569375,0.64663125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.e5397d6aa5c9a320ee95829f54a78936.jpg,DN_dry_clean,0.69375,0.275,,,0.75341875,0.31875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.e5397d6aa5c9a320ee95829f54a78936.jpg,DN_dry_clean,0.68125,0.5125,,,0.7375984375,0.5501953125,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/PXL_20221022_041044253_jpg.rf.e5397d6aa5c9a320ee95829f54a78936.jpg,DN_dry_clean,0.68125,0.596875,,,0.743653125,0.6404296875,,
TRAINING,gs://laundry_symbols_test/Laundry Coach v1i Coco/train/121_jpg.rf.ee6db2e6af43b124c129c31e92214b42.jpg,DN_bleach,0.390625,0.590625,,,0.4453125,0.6534187499999999,,
